,start_date,venue,innings,ball,batting_team,bowling_team,striker,bowler,total_wickets,total_runs
0,2008-04-18,5025,1,0.1,4078,3860,SC Ganguly,P Kumar,0,1
1,2008-04-18,5025,1,0.2,4078,3860,BB McCullum,P Kumar,0,0
2,2008-04-18,5025,1,0.3,4078,3860,BB McCullum,P Kumar,0,1
3,2008-04-18,5025,1,0.4,4078,3860,BB McCullum,P Kumar,0,0
4,2008-04-18,5025,1,0.5,4078,3860,BB McCullum,P Kumar,0,0
5,2008-04-18,5025,1,0.6,4078,3860,BB McCullum,P Kumar,0,0
6,2008-04-18,5025,1,0.7,4078,3860,BB McCullum,P Kumar,0,1
7,2008-04-18,5025,1,1.1,4078,3860,BB McCullum,Z Khan,0,0
8,2008-04-18,5025,1,1.2,4078,3860,BB McCullum,Z Khan,0,4
9,2008-04-18,5025,1,1.3,4078,3860,BB McCullum,Z Khan,0,4
10,2008-04-18,5025,1,1.4,4078,3860,BB McCullum,Z Khan,0,6
11,2008-04-18,5025,1,1.5,4078,3860,BB McCullum,Z Khan,0,4
12,2008-04-18,5025,1,1.6,4078,3860,BB McCullum,Z Khan,0,0
13,2008-04-18,5025,1,2.1,4078,3860,SC Ganguly,P Kumar,0,0
14,2008-04-18,5025,1,2.2,4078,3860,SC Ganguly,P Kumar,0,0
15,2008-04-18,5025,1,2.3,4078,3860,SC Ganguly,P Kumar,0,1
16,2008-04-18,5025,1,2.4,4078,3860,BB McCullum,P Kumar,0,4
17,2008-04-18,5025,1,2.5,4078,3860,BB McCullum,P Kumar,0,1
18,2008-04-18,5025,1,2.6,4078,3860,SC Ganguly,P Kumar,0,0
19,2008-04-18,5025,1,3.1,4078,3860,BB McCullum,AA Noffke,0,5
20,2008-04-18,5025,1,3.2,4078,3860,BB McCullum,AA Noffke,0,6
21,2008-04-18,5025,1,3.3,4078,3860,BB McCullum,AA Noffke,0,1
22,2008-04-18,5025,1,3.4,4078,3860,SC Ganguly,AA Noffke,0,4
23,2008-04-18,5025,1,3.5,4078,3860,SC Ganguly,AA Noffke,0,0
24,2008-04-18,5025,1,3.6,4078,3860,SC Ganguly,AA Noffke,0,1
25,2008-04-18,5025,1,3.7,4078,3860,BB McCullum,AA Noffke,0,6
26,2008-04-18,5025,1,4.1,4078,3860,SC Ganguly,P Kumar,0,4
27,2008-04-18,5025,1,4.2,4078,3860,SC Ganguly,P Kumar,0,1
28,2008-04-18,5025,1,4.3,4078,3860,BB McCullum,P Kumar,0,4
29,2008-04-18,5025,1,4.4,4078,3860,BB McCullum,P Kumar,0,0
30,2008-04-18,5025,1,4.5,4078,3860,BB McCullum,P Kumar,0,1
31,2008-04-18,5025,1,4.6,4078,3860,SC Ganguly,P Kumar,0,0
32,2008-04-18,5025,1,5.1,4078,3860,BB McCullum,Z Khan,0,1
33,2008-04-18,5025,1,5.2,4078,3860,SC Ganguly,Z Khan,1,0
34,2008-04-18,5025,1,5.3,4078,3860,RT Ponting,Z Khan,0,0
35,2008-04-18,5025,1,5.4,4078,3860,RT Ponting,Z Khan,0,0
36,2008-04-18,5025,1,5.5,4078,3860,RT Ponting,Z Khan,0,0
37,2008-04-18,5025,1,5.6,4078,3860,RT Ponting,Z Khan,0,0
124,2008-04-18,5025,2,0.1,3850,4072,R Dravid,AB Dinda,0,1
125,2008-04-18,5025,2,0.2,3850,4072,W Jaffer,AB Dinda,0,1
126,2008-04-18,5025,2,0.3,3850,4072,W Jaffer,AB Dinda,0,0
127,2008-04-18,5025,2,0.4,3850,4072,W Jaffer,AB Dinda,0,1
128,2008-04-18,5025,2,0.5,3850,4072,R Dravid,AB Dinda,0,1
129,2008-04-18,5025,2,0.6,3850,4072,W Jaffer,AB Dinda,0,0
130,2008-04-18,5025,2,0.7,3850,4072,W Jaffer,AB Dinda,0,0
131,2008-04-18,5025,2,1.1,3850,4072,R Dravid,I Sharma,1,0
132,2008-04-18,5025,2,1.2,3850,4072,V Kohli,I Sharma,0,0
133,2008-04-18,5025,2,1.3,3850,4072,V Kohli,I Sharma,0,4
134,2008-04-18,5025,2,1.4,3850,4072,V Kohli,I Sharma,0,1
135,2008-04-18,5025,2,1.5,3850,4072,W Jaffer,I Sharma,0,0
136,2008-04-18,5025,2,1.6,3850,4072,W Jaffer,I Sharma,0,0
137,2008-04-18,5025,2,2.1,3850,4072,V Kohli,AB Dinda,0,0
138,2008-04-18,5025,2,2.2,3850,4072,V Kohli,AB Dinda,1,0
139,2008-04-18,5025,2,2.3,3850,4072,JH Kallis,AB Dinda,0,1
140,2008-04-18,5025,2,2.4,3850,4072,W Jaffer,AB Dinda,0,0
141,2008-04-18,5025,2,2.5,3850,4072,W Jaffer,AB Dinda,0,1
142,2008-04-18,5025,2,2.6,3850,4072,W Jaffer,AB Dinda,0,0
143,2008-04-18,5025,2,2.7,3850,4072,W Jaffer,AB Dinda,0,1
144,2008-04-18,5025,2,3.1,3850,4072,W Jaffer,I Sharma,0,2
145,2008-04-18,5025,2,3.2,3850,4072,W Jaffer,I Sharma,0,1
146,2008-04-18,5025,2,3.3,3850,4072,JH Kallis,I Sharma,0,0
147,2008-04-18,5025,2,3.4,3850,4072,JH Kallis,I Sharma,0,1
148,2008-04-18,5025,2,3.5,3850,4072,W Jaffer,I Sharma,0,0
149,2008-04-18,5025,2,3.6,3850,4072,W Jaffer,I Sharma,0,0
150,2008-04-18,5025,2,4.1,3850,4072,JH Kallis,AB Agarkar,0,1
151,2008-04-18,5025,2,4.2,3850,4072,W Jaffer,AB Agarkar,0,1
152,2008-04-18,5025,2,4.3,3850,4072,JH Kallis,AB Agarkar,0,0
153,2008-04-18,5025,2,4.4,3850,4072,JH Kallis,AB Agarkar,0,6
154,2008-04-18,5025,2,4.5,3850,4072,JH Kallis,AB Agarkar,1,0
155,2008-04-18,5025,2,4.6,3850,4072,CL White,AB Agarkar,0,0
156,2008-04-18,5025,2,5.1,3850,4072,W Jaffer,AB Dinda,0,0
157,2008-04-18,5025,2,5.2,3850,4072,W Jaffer,AB Dinda,1,0
158,2008-04-18,5025,2,5.3,3850,4072,MV Boucher,AB Dinda,0,0
159,2008-04-18,5025,2,5.4,3850,4072,MV Boucher,AB Dinda,0,1
160,2008-04-18,5025,2,5.5,3850,4072,CL White,AB Dinda,0,1
161,2008-04-18,5025,2,5.6,3850,4072,MV Boucher,AB Dinda,0,0
473,2008-04-19,4599,1,0.1,1878,3612,T Kohli,GD McGrath,0,0
474,2008-04-19,4599,1,0.2,1878,3612,T Kohli,GD McGrath,0,0
475,2008-04-19,4599,1,0.3,1878,3612,T Kohli,GD McGrath,0,0
476,2008-04-19,4599,1,0.4,1878,3612,T Kohli,GD McGrath,0,1
477,2008-04-19,4599,1,0.5,1878,3612,T Kohli,GD McGrath,0,0
478,2008-04-19,4599,1,0.6,1878,3612,T Kohli,GD McGrath,0,0
479,2008-04-19,4599,1,0.7,1878,3612,T Kohli,GD McGrath,0,6
480,2008-04-19,4599,1,1.1,1878,3612,YK Pathan,B Geeves,0,1
481,2008-04-19,4599,1,1.2,1878,3612,T Kohli,B Geeves,0,0
482,2008-04-19,4599,1,1.3,1878,3612,T Kohli,B Geeves,0,0
483,2008-04-19,4599,1,1.4,1878,3612,T Kohli,B Geeves,0,1
484,2008-04-19,4599,1,1.5,1878,3612,YK Pathan,B Geeves,0,4
485,2008-04-19,4599,1,1.6,1878,3612,YK Pathan,B Geeves,0,4
486,2008-04-19,4599,1,2.1,1878,3612,T Kohli,GD McGrath,0,0
487,2008-04-19,4599,1,2.2,1878,3612,T Kohli,GD McGrath,0,0
488,2008-04-19,4599,1,2.3,1878,3612,T Kohli,GD McGrath,1,0
489,2008-04-19,4599,1,2.4,1878,3612,SR Watson,GD McGrath,0,0
490,2008-04-19,4599,1,2.5,1878,3612,SR Watson,GD McGrath,0,0
491,2008-04-19,4599,1,2.6,1878,3612,SR Watson,GD McGrath,0,0
492,2008-04-19,4599,1,3.1,1878,3612,YK Pathan,B Geeves,0,1
493,2008-04-19,4599,1,3.2,1878,3612,SR Watson,B Geeves,0,4
494,2008-04-19,4599,1,3.3,1878,3612,SR Watson,B Geeves,0,4
495,2008-04-19,4599,1,3.4,1878,3612,SR Watson,B Geeves,0,1
496,2008-04-19,4599,1,3.5,1878,3612,YK Pathan,B Geeves,1,0
497,2008-04-19,4599,1,3.6,1878,3612,SR Watson,B Geeves,0,4
498,2008-04-19,4599,1,4.1,1878,3612,M Kaif,GD McGrath,0,0
499,2008-04-19,4599,1,4.2,1878,3612,M Kaif,GD McGrath,0,0
500,2008-04-19,4599,1,4.3,1878,3612,M Kaif,GD McGrath,0,1
501,2008-04-19,4599,1,4.4,1878,3612,SR Watson,GD McGrath,0,4
502,2008-04-19,4599,1,4.5,1878,3612,SR Watson,GD McGrath,0,0
503,2008-04-19,4599,1,4.6,1878,3612,SR Watson,GD McGrath,0,1
504,2008-04-19,4599,1,5.1,1878,3612,SR Watson,MF Maharoof,0,0
505,2008-04-19,4599,1,5.2,1878,3612,SR Watson,MF Maharoof,0,1
506,2008-04-19,4599,1,5.3,1878,3612,M Kaif,MF Maharoof,0,0
507,2008-04-19,4599,1,5.4,1878,3612,M Kaif,MF Maharoof,0,1
508,2008-04-19,4599,1,5.5,1878,3612,SR Watson,MF Maharoof,0,1
509,2008-04-19,4599,1,5.6,1878,3612,M Kaif,MF Maharoof,0,0
595,2008-04-19,4599,2,0.1,3660,1922,G Gambhir,MM Patel,0,0
596,2008-04-19,4599,2,0.2,3660,1922,G Gambhir,MM Patel,0,0
597,2008-04-19,4599,2,0.3,3660,1922,G Gambhir,MM Patel,0,0
598,2008-04-19,4599,2,0.4,3660,1922,G Gambhir,MM Patel,0,0
599,2008-04-19,4599,2,0.5,3660,1922,G Gambhir,MM Patel,0,4
600,2008-04-19,4599,2,0.6,3660,1922,G Gambhir,MM Patel,0,4
601,2008-04-19,4599,2,1.1,3660,1922,V Sehwag,SR Watson,0,4
602,2008-04-19,4599,2,1.2,3660,1922,V Sehwag,SR Watson,0,4
603,2008-04-19,4599,2,1.3,3660,1922,V Sehwag,SR Watson,0,4
604,2008-04-19,4599,2,1.4,3660,1922,V Sehwag,SR Watson,1,0
605,2008-04-19,4599,2,1.5,3660,1922,S Dhawan,SR Watson,0,0
606,2008-04-19,4599,2,1.6,3660,1922,S Dhawan,SR Watson,0,1
607,2008-04-19,4599,2,1.7,3660,1922,S Dhawan,SR Watson,0,0
608,2008-04-19,4599,2,2.1,3660,1922,G Gambhir,MM Patel,0,0
609,2008-04-19,4599,2,2.2,3660,1922,G Gambhir,MM Patel,0,4
610,2008-04-19,4599,2,2.3,3660,1922,G Gambhir,MM Patel,0,0
611,2008-04-19,4599,2,2.4,3660,1922,G Gambhir,MM Patel,0,1
612,2008-04-19,4599,2,2.5,3660,1922,S Dhawan,MM Patel,0,0
613,2008-04-19,4599,2,2.6,3660,1922,S Dhawan,MM Patel,0,0
614,2008-04-19,4599,2,3.1,3660,1922,G Gambhir,SR Watson,0,1
615,2008-04-19,4599,2,3.2,3660,1922,S Dhawan,SR Watson,0,0
616,2008-04-19,4599,2,3.3,3660,1922,S Dhawan,SR Watson,0,4
617,2008-04-19,4599,2,3.4,3660,1922,S Dhawan,SR Watson,0,1
618,2008-04-19,4599,2,3.5,3660,1922,G Gambhir,SR Watson,0,4
619,2008-04-19,4599,2,3.6,3660,1922,G Gambhir,SR Watson,0,0
620,2008-04-19,4599,2,4.1,3660,1922,S Dhawan,MM Patel,0,0
621,2008-04-19,4599,2,4.2,3660,1922,S Dhawan,MM Patel,0,1
622,2008-04-19,4599,2,4.3,3660,1922,G Gambhir,MM Patel,0,6
623,2008-04-19,4599,2,4.4,3660,1922,G Gambhir,MM Patel,0,4
624,2008-04-19,4599,2,4.5,3660,1922,G Gambhir,MM Patel,0,0
625,2008-04-19,4599,2,4.6,3660,1922,G Gambhir,MM Patel,0,1
626,2008-04-19,4599,2,5.1,3660,1922,G Gambhir,SK Trivedi,0,0
627,2008-04-19,4599,2,5.2,3660,1922,G Gambhir,SK Trivedi,0,1
628,2008-04-19,4599,2,5.3,3660,1922,G Gambhir,SK Trivedi,0,1
629,2008-04-19,4599,2,5.4,3660,1922,S Dhawan,SK Trivedi,0,0
630,2008-04-19,4599,2,5.5,3660,1922,S Dhawan,SK Trivedi,0,4
631,2008-04-19,4599,2,5.6,3660,1922,S Dhawan,SK Trivedi,0,1
632,2008-04-19,4599,2,5.7,3660,1922,G Gambhir,SK Trivedi,0,0
932,2008-04-20,4727,1,0.1,3868,3860,L Ronchi,P Kumar,0,0
933,2008-04-20,4727,1,0.2,3868,3860,L Ronchi,P Kumar,0,4
934,2008-04-20,4727,1,0.3,3868,3860,L Ronchi,P Kumar,0,0
935,2008-04-20,4727,1,0.4,3868,3860,L Ronchi,P Kumar,0,0
936,2008-04-20,4727,1,0.5,3868,3860,L Ronchi,P Kumar,0,4
937,2008-04-20,4727,1,0.6,3868,3860,L Ronchi,P Kumar,0,0
938,2008-04-20,4727,1,1.1,3868,3860,ST Jayasuriya,Z Khan,0,1
939,2008-04-20,4727,1,1.2,3868,3860,L Ronchi,Z Khan,0,0
940,2008-04-20,4727,1,1.3,3868,3860,L Ronchi,Z Khan,0,0
941,2008-04-20,4727,1,1.4,3868,3860,L Ronchi,Z Khan,0,0
942,2008-04-20,4727,1,1.5,3868,3860,L Ronchi,Z Khan,1,0
943,2008-04-20,4727,1,1.6,3868,3860,DJ Thornely,Z Khan,0,4
944,2008-04-20,4727,1,2.1,3868,3860,ST Jayasuriya,P Kumar,0,0
945,2008-04-20,4727,1,2.2,3868,3860,ST Jayasuriya,P Kumar,0,4
946,2008-04-20,4727,1,2.3,3868,3860,ST Jayasuriya,P Kumar,0,0
947,2008-04-20,4727,1,2.4,3868,3860,ST Jayasuriya,P Kumar,0,1
948,2008-04-20,4727,1,2.5,3868,3860,DJ Thornely,P Kumar,0,0
949,2008-04-20,4727,1,2.6,3868,3860,DJ Thornely,P Kumar,0,1
950,2008-04-20,4727,1,2.7,3868,3860,DJ Thornely,P Kumar,0,0
951,2008-04-20,4727,1,3.1,3868,3860,ST Jayasuriya,Z Khan,0,0
952,2008-04-20,4727,1,3.2,3868,3860,ST Jayasuriya,Z Khan,0,1
953,2008-04-20,4727,1,3.3,3868,3860,DJ Thornely,Z Khan,0,0
954,2008-04-20,4727,1,3.4,3868,3860,DJ Thornely,Z Khan,1,0
955,2008-04-20,4727,1,3.5,3868,3860,RV Uthappa,Z Khan,0,2
956,2008-04-20,4727,1,3.6,3868,3860,RV Uthappa,Z Khan,0,0
957,2008-04-20,4727,1,4.1,3868,3860,ST Jayasuriya,JH Kallis,0,1
958,2008-04-20,4727,1,4.2,3868,3860,ST Jayasuriya,JH Kallis,0,4
959,2008-04-20,4727,1,4.3,3868,3860,ST Jayasuriya,JH Kallis,0,4
960,2008-04-20,4727,1,4.4,3868,3860,ST Jayasuriya,JH Kallis,0,0
961,2008-04-20,4727,1,4.5,3868,3860,ST Jayasuriya,JH Kallis,0,4
962,2008-04-20,4727,1,4.6,3868,3860,ST Jayasuriya,JH Kallis,0,0
963,2008-04-20,4727,1,4.7,3868,3860,ST Jayasuriya,JH Kallis,0,6
964,2008-04-20,4727,1,5.1,3868,3860,RV Uthappa,Z Khan,0,1
965,2008-04-20,4727,1,5.2,3868,3860,ST Jayasuriya,Z Khan,0,4
966,2008-04-20,4727,1,5.3,3868,3860,ST Jayasuriya,Z Khan,0,0
967,2008-04-20,4727,1,5.4,3868,3860,ST Jayasuriya,Z Khan,1,0
968,2008-04-20,4727,1,5.5,3868,3860,RV Uthappa,Z Khan,0,1
969,2008-04-20,4727,1,5.6,3868,3860,PR Shah,Z Khan,0,0
1055,2008-04-20,4727,2,0.1,3850,3854,S Chanderpaul,A Nehra,0,0
1056,2008-04-20,4727,2,0.2,3850,3854,S Chanderpaul,A Nehra,0,1
1057,2008-04-20,4727,2,0.3,3850,3854,R Dravid,A Nehra,0,0
1058,2008-04-20,4727,2,0.4,3850,3854,R Dravid,A Nehra,0,1
1059,2008-04-20,4727,2,0.5,3850,3854,S Chanderpaul,A Nehra,0,4
1060,2008-04-20,4727,2,0.6,3850,3854,S Chanderpaul,A Nehra,0,4
1061,2008-04-20,4727,2,1.1,3850,3854,R Dravid,SM Pollock,0,0
1062,2008-04-20,4727,2,1.2,3850,3854,R Dravid,SM Pollock,0,0
1063,2008-04-20,4727,2,1.3,3850,3854,R Dravid,SM Pollock,0,0
1064,2008-04-20,4727,2,1.4,3850,3854,R Dravid,SM Pollock,0,0
1065,2008-04-20,4727,2,1.5,3850,3854,R Dravid,SM Pollock,0,0
1066,2008-04-20,4727,2,1.6,3850,3854,R Dravid,SM Pollock,0,1
1067,2008-04-20,4727,2,2.1,3850,3854,R Dravid,A Nehra,0,0
1068,2008-04-20,4727,2,2.2,3850,3854,R Dravid,A Nehra,0,4
1069,2008-04-20,4727,2,2.3,3850,3854,R Dravid,A Nehra,0,1
1070,2008-04-20,4727,2,2.4,3850,3854,S Chanderpaul,A Nehra,0,1
1071,2008-04-20,4727,2,2.5,3850,3854,R Dravid,A Nehra,0,4
1072,2008-04-20,4727,2,2.6,3850,3854,R Dravid,A Nehra,0,1
1073,2008-04-20,4727,2,3.1,3850,3854,R Dravid,SM Pollock,0,0
1074,2008-04-20,4727,2,3.2,3850,3854,R Dravid,SM Pollock,0,1
1075,2008-04-20,4727,2,3.3,3850,3854,S Chanderpaul,SM Pollock,0,1
1076,2008-04-20,4727,2,3.4,3850,3854,R Dravid,SM Pollock,0,1
1077,2008-04-20,4727,2,3.5,3850,3854,S Chanderpaul,SM Pollock,0,1
1078,2008-04-20,4727,2,3.6,3850,3854,R Dravid,SM Pollock,0,1
1079,2008-04-20,4727,2,4.1,3850,3854,R Dravid,DS Kulkarni,0,4
1080,2008-04-20,4727,2,4.2,3850,3854,R Dravid,DS Kulkarni,0,1
1081,2008-04-20,4727,2,4.3,3850,3854,S Chanderpaul,DS Kulkarni,0,4
1082,2008-04-20,4727,2,4.4,3850,3854,S Chanderpaul,DS Kulkarni,0,0
1083,2008-04-20,4727,2,4.5,3850,3854,S Chanderpaul,DS Kulkarni,0,1
1084,2008-04-20,4727,2,4.6,3850,3854,S Chanderpaul,DS Kulkarni,0,0
1085,2008-04-20,4727,2,4.7,3850,3854,S Chanderpaul,DS Kulkarni,1,0
1086,2008-04-20,4727,2,5.1,3850,3854,LRPL Taylor,SM Pollock,0,1
1087,2008-04-20,4727,2,5.2,3850,3854,R Dravid,SM Pollock,0,0
1088,2008-04-20,4727,2,5.3,3850,3854,R Dravid,SM Pollock,0,0
1089,2008-04-20,4727,2,5.4,3850,3854,R Dravid,SM Pollock,0,1
1090,2008-04-20,4727,2,5.5,3850,3854,LRPL Taylor,SM Pollock,0,1
1091,2008-04-20,4727,2,5.6,3850,3854,R Dravid,SM Pollock,0,0
1624,2008-04-23,3805,1,0.1,3470,3854,PA Patel,SM Pollock,0,1
1625,2008-04-23,3805,1,0.2,3470,3854,PA Patel,SM Pollock,0,0
1626,2008-04-23,3805,1,0.3,3470,3854,PA Patel,SM Pollock,0,0
1627,2008-04-23,3805,1,0.4,3470,3854,PA Patel,SM Pollock,0,0
1628,2008-04-23,3805,1,0.5,3470,3854,PA Patel,SM Pollock,0,4
1629,2008-04-23,3805,1,0.6,3470,3854,PA Patel,SM Pollock,0,0
1630,2008-04-23,3805,1,0.7,3470,3854,PA Patel,SM Pollock,0,2
1631,2008-04-23,3805,1,1.1,3470,3854,ML Hayden,A Nehra,0,0
1632,2008-04-23,3805,1,1.2,3470,3854,ML Hayden,A Nehra,0,1
1633,2008-04-23,3805,1,1.3,3470,3854,PA Patel,A Nehra,0,0
1634,2008-04-23,3805,1,1.4,3470,3854,PA Patel,A Nehra,0,4
1635,2008-04-23,3805,1,1.5,3470,3854,PA Patel,A Nehra,0,0
1636,2008-04-23,3805,1,1.6,3470,3854,PA Patel,A Nehra,0,4
1637,2008-04-23,3805,1,2.1,3470,3854,ML Hayden,SM Pollock,0,0
1638,2008-04-23,3805,1,2.2,3470,3854,ML Hayden,SM Pollock,0,4
1639,2008-04-23,3805,1,2.3,3470,3854,ML Hayden,SM Pollock,0,6
1640,2008-04-23,3805,1,2.4,3470,3854,ML Hayden,SM Pollock,0,0
1641,2008-04-23,3805,1,2.5,3470,3854,ML Hayden,SM Pollock,0,4
1642,2008-04-23,3805,1,2.6,3470,3854,ML Hayden,SM Pollock,0,4
1643,2008-04-23,3805,1,3.1,3470,3854,PA Patel,A Nehra,1,0
1644,2008-04-23,3805,1,3.2,3470,3854,MEK Hussey,A Nehra,0,0
1645,2008-04-23,3805,1,3.3,3470,3854,MEK Hussey,A Nehra,0,0
1646,2008-04-23,3805,1,3.4,3470,3854,MEK Hussey,A Nehra,0,0
1647,2008-04-23,3805,1,3.5,3470,3854,MEK Hussey,A Nehra,0,0
1648,2008-04-23,3805,1,3.6,3470,3854,MEK Hussey,A Nehra,0,1
1649,2008-04-23,3805,1,4.1,3470,3854,MEK Hussey,DS Kulkarni,0,0
1650,2008-04-23,3805,1,4.2,3470,3854,MEK Hussey,DS Kulkarni,0,0
1651,2008-04-23,3805,1,4.3,3470,3854,MEK Hussey,DS Kulkarni,0,4
1652,2008-04-23,3805,1,4.4,3470,3854,MEK Hussey,DS Kulkarni,1,0
1653,2008-04-23,3805,1,4.5,3470,3854,SK Raina,DS Kulkarni,0,0
1654,2008-04-23,3805,1,4.6,3470,3854,SK Raina,DS Kulkarni,0,1
1655,2008-04-23,3805,1,5.1,3470,3854,SK Raina,A Nehra,0,1
1656,2008-04-23,3805,1,5.2,3470,3854,ML Hayden,A Nehra,0,1
1657,2008-04-23,3805,1,5.3,3470,3854,ML Hayden,A Nehra,0,4
1658,2008-04-23,3805,1,5.4,3470,3854,ML Hayden,A Nehra,0,4
1659,2008-04-23,3805,1,5.5,3470,3854,ML Hayden,A Nehra,0,1
1660,2008-04-23,3805,1,5.6,3470,3854,SK Raina,A Nehra,0,1
1661,2008-04-23,3805,1,5.7,3470,3854,SK Raina,A Nehra,0,1
1662,2008-04-23,3805,1,5.8,3470,3854,ML Hayden,A Nehra,0,0
1751,2008-04-23,3805,2,0.1,3868,3474,L Ronchi,JDP Oram,0,0
1752,2008-04-23,3805,2,0.2,3868,3474,L Ronchi,JDP Oram,0,1
1753,2008-04-23,3805,2,0.3,3868,3474,L Ronchi,JDP Oram,0,1
1754,2008-04-23,3805,2,0.4,3868,3474,ST Jayasuriya,JDP Oram,0,4
1755,2008-04-23,3805,2,0.5,3868,3474,ST Jayasuriya,JDP Oram,0,1
1756,2008-04-23,3805,2,0.6,3868,3474,ST Jayasuriya,JDP Oram,0,1
1757,2008-04-23,3805,2,0.7,3868,3474,L Ronchi,JDP Oram,0,1
1758,2008-04-23,3805,2,0.8,3868,3474,ST Jayasuriya,JDP Oram,1,0
1759,2008-04-23,3805,2,1.1,3868,3474,RV Uthappa,MS Gony,0,4
1760,2008-04-23,3805,2,1.2,3868,3474,RV Uthappa,MS Gony,0,0
1761,2008-04-23,3805,2,1.3,3868,3474,RV Uthappa,MS Gony,0,0
1762,2008-04-23,3805,2,1.4,3868,3474,RV Uthappa,MS Gony,0,0
1763,2008-04-23,3805,2,1.5,3868,3474,RV Uthappa,MS Gony,0,0
1764,2008-04-23,3805,2,1.6,3868,3474,RV Uthappa,MS Gony,0,0
1765,2008-04-23,3805,2,2.1,3868,3474,ST Jayasuriya,JDP Oram,0,1
1766,2008-04-23,3805,2,2.2,3868,3474,RV Uthappa,JDP Oram,0,1
1767,2008-04-23,3805,2,2.3,3868,3474,ST Jayasuriya,JDP Oram,0,4
1768,2008-04-23,3805,2,2.4,3868,3474,ST Jayasuriya,JDP Oram,0,4
1769,2008-04-23,3805,2,2.5,3868,3474,ST Jayasuriya,JDP Oram,0,2
1770,2008-04-23,3805,2,2.6,3868,3474,ST Jayasuriya,JDP Oram,0,0
1771,2008-04-23,3805,2,3.1,3868,3474,RV Uthappa,MS Gony,0,1
1772,2008-04-23,3805,2,3.2,3868,3474,ST Jayasuriya,MS Gony,0,0
1773,2008-04-23,3805,2,3.3,3868,3474,ST Jayasuriya,MS Gony,0,4
1774,2008-04-23,3805,2,3.4,3868,3474,ST Jayasuriya,MS Gony,1,0
1775,2008-04-23,3805,2,3.5,3868,3474,RV Uthappa,MS Gony,0,0
1776,2008-04-23,3805,2,3.6,3868,3474,RV Uthappa,MS Gony,0,1
1777,2008-04-23,3805,2,4.1,3868,3474,RV Uthappa,JDP Oram,0,4
1778,2008-04-23,3805,2,4.2,3868,3474,RV Uthappa,JDP Oram,0,0
1779,2008-04-23,3805,2,4.3,3868,3474,RV Uthappa,JDP Oram,0,4
1780,2008-04-23,3805,2,4.4,3868,3474,RV Uthappa,JDP Oram,0,6
1781,2008-04-23,3805,2,4.5,3868,3474,RV Uthappa,JDP Oram,0,4
1782,2008-04-23,3805,2,4.6,3868,3474,RV Uthappa,JDP Oram,0,1
1783,2008-04-23,3805,2,5.1,3868,3474,RV Uthappa,MS Gony,0,0
1784,2008-04-23,3805,2,5.2,3868,3474,RV Uthappa,MS Gony,0,0
1785,2008-04-23,3805,2,5.3,3868,3474,RV Uthappa,MS Gony,0,0
1786,2008-04-23,3805,2,5.4,3868,3474,RV Uthappa,MS Gony,0,1
1787,2008-04-23,3805,2,5.5,3868,3474,SM Pollock,MS Gony,0,0
1788,2008-04-23,3805,2,5.6,3868,3474,SM Pollock,MS Gony,0,1
2377,2008-04-26,3805,1,0.1,4078,3474,SC Ganguly,JDP Oram,0,2
2378,2008-04-26,3805,1,0.2,4078,3474,SC Ganguly,JDP Oram,0,1
2379,2008-04-26,3805,1,0.3,4078,3474,BB McCullum,JDP Oram,0,0
2380,2008-04-26,3805,1,0.4,4078,3474,BB McCullum,JDP Oram,0,1
2381,2008-04-26,3805,1,0.5,4078,3474,SC Ganguly,JDP Oram,0,0
2382,2008-04-26,3805,1,0.6,4078,3474,SC Ganguly,JDP Oram,0,4
2383,2008-04-26,3805,1,1.1,4078,3474,BB McCullum,MS Gony,0,0
2384,2008-04-26,3805,1,1.2,4078,3474,BB McCullum,MS Gony,0,0
2385,2008-04-26,3805,1,1.3,4078,3474,BB McCullum,MS Gony,0,1
2386,2008-04-26,3805,1,1.4,4078,3474,BB McCullum,MS Gony,0,4
2387,2008-04-26,3805,1,1.5,4078,3474,BB McCullum,MS Gony,0,6
2388,2008-04-26,3805,1,1.6,4078,3474,BB McCullum,MS Gony,0,4
2389,2008-04-26,3805,1,1.7,4078,3474,BB McCullum,MS Gony,0,1
2390,2008-04-26,3805,1,2.1,4078,3474,BB McCullum,JDP Oram,0,2
2391,2008-04-26,3805,1,2.2,4078,3474,BB McCullum,JDP Oram,0,6
2392,2008-04-26,3805,1,2.3,4078,3474,BB McCullum,JDP Oram,1,0
2393,2008-04-26,3805,1,2.4,4078,3474,RT Ponting,JDP Oram,1,0
2394,2008-04-26,3805,1,2.5,4078,3474,WP Saha,JDP Oram,0,0
2395,2008-04-26,3805,1,2.6,4078,3474,WP Saha,JDP Oram,0,0
2396,2008-04-26,3805,1,3.1,4078,3474,SC Ganguly,MS Gony,0,1
2397,2008-04-26,3805,1,3.2,4078,3474,WP Saha,MS Gony,0,0
2398,2008-04-26,3805,1,3.3,4078,3474,WP Saha,MS Gony,0,4
2399,2008-04-26,3805,1,3.4,4078,3474,WP Saha,MS Gony,0,0
2400,2008-04-26,3805,1,3.5,4078,3474,WP Saha,MS Gony,0,0
2401,2008-04-26,3805,1,3.6,4078,3474,WP Saha,MS Gony,0,1
2402,2008-04-26,3805,1,4.1,4078,3474,WP Saha,P Amarnath,0,0
2403,2008-04-26,3805,1,4.2,4078,3474,WP Saha,P Amarnath,0,0
